AssetCode,osl_UnitNumber,unit_group
corsm83642,N301,2x2
capcw28273,4314,1x1
casnriet28216,8525-102,2x2
lexbre30004,15107,1x1
cosa33782,3302,2x2
corsb75035,248,1x1
porp133409,303,1x1
mintui180246,08-108,2x2
gatpl33025,09-309,1x1
corwi30004,11010,1x1
barml32703,101,1x1
bracm78209,1209,1x1
broadwcHL77573,11306,1x1
attm30092,327,2x2
sunr43219,1896,1x1
corp30342,329,1x1
corr78730,2527,1x1
sovpr75035,11225,2x2
corpc22202,01-1810,1x1
powgr43065,33200,1x1
pasbc78738,3305,1x1
audv33615,B31,2x2
cosa233782,7315,1x1
lakgpbre280239,1325,1x1
cords33444,B7-310,1x1
tus30093,183023,2x2
alngbre75063,681032,3x2
corct76123,05304,2x2
corpn280915,5850-427,1x1
corsv75035,2D - 447,2x2
corlc75039,5084,1x1
ligw77064,1113,1x1
fairfc76137,220,2x2
attc89121,211,1x1
broadwc77573,06102,2x2
huncoef28262,123E,1x1
corhc33025,4-303,3x2
lakgp80239,319,1x1
astpoef30096,0813,2x1
parwa78216,14206,2x2
tosvr75077,5102,1x1
hal77096,P455,2x2
corml75204,1202,1x1
corjp32822,8106,3x2
villp3oef30080,2093F,2x2
ac20147,RT882101,3x2
wat78748,06-0627,1x1
mon78249,414,1x1
corsk33177,10-104,2x2
spc30092,105A,2x2
par8y30076,1214,2x2
brook43068,7217LT,2x1.5
jams30043,1208,2x1
covbb33716,10304,3x2
lantcB75013,9304,1x1
lakr43026,2683,1x1
attvv89102,2067,1x1
casn28216,9506-406,1x1
covbbbre33716,5110,1x1
dechighlands,713,1x1
cororoy75063,3144,3x2
mintui280246,02-410,1x1
emepa43081,6871CLD,2x1
dompp30326,1655,1x1.5
corse28203,357,2x2
bouldp77536,107,1x1
tus30093,688334,2x2
purvt78261,0252,1x1
retsr75071,335,1x1
wat78748,03-0320,3x2
vk77094,1103,2x2
harlhy32707,07-114,2x2
ansl28210,2335,3x2
stonbc76039,1815,2x2
sarpm28105,527-18,3x2
aq32256,W105,1x1
vishccbre75063,1202,1x1
suit276039,12302,1x1
ansl28210,433,1x1
wrennl28216,6-103,1x1
hal77096,T058,1x1
corhi27519,0700-716,3x2
corba33764,3-107,1x1
cortlm32746,14-103,4x2
cornd28210,457,1x1
luxscr77584,01317,2x2
wesm70605,6104,2x2
villp330080,2089E,2x1
stonbc76039,2334,2x1
parlcbre33615,5-532,2x2
cans30253,2107,1x1
sovb28262,7203,1x1
pinuhHL85050,3039,1x1
corlc85718,6-09201,2x2
twap31322,11307,1x1.5
So190M75080,7301,2x2
gal33615,455479,2x2
5thous75244,3137,1x1
lex30004,23002,2x2
echl30092,4101,1x1
poin28217,0432,2x2
casli85704,04103,2x2
esttaara80234,23-205,1x1
can30093,P0112,1x1
stonbcHL76039,2515,1x1
estspmbre278748,E-1611,1x1
harlhy32707,06-306,3x2
corw30067,15D,2x2
coralamst180223,N524,2x2
clifg30083,588-09,3x2
cornd28210,160,1x1
villp430080,2157E,2x2
presahB75093,1035,2x2
asp78741,1233,2x1
presro78728,13-1323,1x1
vk77094,10207,2x2
arcls80124,5420,2x2
lints76021,00624,1x1
corga33782,1-231,3x2
sunri85704,085,2x2
bouldp77536,704,2x2
parcbre285016,1035,2x2
flatwhbre78245,9103,2x2
berpnabre243054,5206SH,2x2.5
watec30062,964,2x2
tus30093,685012,1x1
arbsbre27713,1712,2x2
corww33578,6217-101,3x2
attcp75052,1319,2x2
garv75287,18302,0x1
cormd77004,2214,2x2.5
corontheriv83712,550,1x1
can30341,3117C,1x1
corhp85233,2026,2x1
corr22209,1105,2x2
cosa33782,4403,1x1
hamr27713,A524,3x2
oaks28269,0723,1x1
ligw77064,1318,2x2
souto27560,2208,2x2
suit276039,4205,1x1
wrennl28216,7-309,2x2
910ts75204,445,1x1
ansl28210,1317,1x1
aurs28210,E204,2x2
chel830096,2303,2x2
capcw28273,13103,2x2.5
sarpmoef28105,501-21,2x1
lantcB75013,1309,1x1
bracm78209,5205,1x1
aq32256,N1708,2x2
sienh30093,J5,2x1
sovpr75035,1110,1x1
abbl43110,6725,2x1
alng75063,782106,1x1
arbsbre27713,1533,1x1
arccr75070,2-2427,3x2
adlb28078,2301,2x2
cornd28210,146,2x2
poin28217,0411,2x2
fairfc76137,422,2x2
havr34747,10B-203,1x1
islcbre33615,185777,2x2
cosa233782,6328,2x2
lac30360,66D,1x1
resal43110,7437,2x1
corar85042,259,2x2
covbbbre33716,5214,3x2
charlc70605,1226,2x2
powgr43065,S9058,2x2.5
chel830096,1912,2x1
cosa233782,6308,1x1
lantcB75013,9103,1x1
1201p75074,1124,1x1
910ts75204,1031,1x1
cornona32832,2224,3x2
asp78741,838,1x1
belv75025,1234,2x2
tosvr75077,10207,1x1
oaks28269,1215,1x1
ligw77064,231,2x2
towc77339,2108,2x1
norh77433,6103,2x2
corhiTL27519,2400-2417,2x2
berpna43054,7271T,2x1
can30341,3117N,3x2
puret78261,4401,2x2
stonbcHL76039,2325,2x2
alngbre75063,713060,2x2
broadwcHL77573,10305,2x1
praircv75080,2013,1x1
benb43004,477,1x1
corci34787,11112,2x2
steep30093,6031C,1x1
par830076,4602,1x1
avscr77584,1106,3x2
corpn280915,5725-308,2x2
watec30062,852,2x1
coras75002,01 - 4123,1x1
sprinv30032,280914,2x1.5
jamsbre30043,7206,1x1
pinuh85050,1010,2x2
wrenn28216,1208,0x1
bowbn33616,4050,1x1
corr22209,1507,0x1
fosc76137,1201,2x2
merbre43212,2770,1x1
attd76208,18106,2x2
astp30096,0109,2x2
chel8oef30096,3023,1x1
ansl28210,3011,2x2
berpna43054,5251SH,2x2.5
dechighlands,1307,1x1
echl30092,1426,1x1
wrenn28216,2316,2x2
corpn80917,11-301,1x1
clifg30083,630-16,2x2
jefl30062,1111,2x2
avpfc76137,231,1x1
adwr75078,13108,1x1
adwr75078,18101,2x2
aq32256,022,1x1
jams30043,6106,1x1
ridv76116,534,2x2
ansl28210,1235,2x2
corwn37209,420,2x2
cornl22202,1008,2x2
hamrbre27713,A331,1x1
attl75077,1209,1x1
ansl28210,1216,1x1
casnriet28216,8508-407,2x2
sovpr75035,16110,1x1
artp75034,13110,2x2
clifg30083,625-01,3x2
cornd28210,564,2x2
watec30062,961,2x2
avpfccbre76137,432,1x1
bowbnbre233616,2028,2x2
tersm78748,0637,1x1
resal43110,3463,2x1.5
tosvr75077,9205,1x1
villp4oef30080,2201R,1x1
spring30021,3833C,3x2
can30341,3117J,1x1
mon78249,228,2x1
dompp30326,1469,1x1.5
ambm30096,1634,2x1.5
arrs85308,1063,1x1
berpnabre243054,5301S,2x1
corco34747,F1106,1x1
watecbre230062,968,2x2
estta80234,23-204,2x2
bowbn33616,4060,1x1
corjc30005,2333,2x2
corpc30342,615,2x2
dung30360,510,2x1.5
sunr43219,3092,1x1
15777qoef75001,4113,2x2
corna43054,7280T,2x2.5
chh37013,1622,1x1
corrockrim80919,11-204,2x2
mon78249,613,1x1
lakgpbre280239,1736,1x1
broadwcHL77573,09106,2x1
dowbe80226,M1-4-B,2x2
greenwh30080,15C,2x2
covri80233,B206,1x1
liv33559,902,3x2
sorpp27560,7213,2x2
1201p75074,0423,1x1
berpnabre243054,7285T,1x1
capcw28273,12104,2x2.5
citfoef80021,2309,1x1
corrn160654,2309,2x1
corpp85306,1119,2x2
corwe75229,19302,2x2
indp70810,8315,2x2
hamrbre27713,A222,1x1
steepn28212,204,1x1
vishc75063,2115,1x1
CorcM27519,3403,1x1
avr30354,4004,2x2
villp330080,2107M,1x1
corwi30004,07014,2x2
gal33615,465442,2x2
laurbre76137,433,1x1
poin28217,0936,2x2
910ts75204,233,1x1
corb37209,1125,1x1
coras75002,01 - 4118,2x2
ac20147,MS831206,1x1
atra80021,3107,1x1
corlc85718,1-012,1x1
chh37013,0824,2x2
watecy30062,211,2x2.5
stonbc76039,0724,1x1
newl77084,10-108,2x2
estta80234,16-302,2x1
lantc75013,2203,2x2
ves35205,H801,2x2
suit276039,4103,1x1
purvt78261,1355,1x1
par830076,1004,2x2
arrsbre285308,2125,1x1
sanb85226,1001,2x2
oaks28269,0428,2x2
ridvoef76116,1-927,1x1
corpc30342,807,1x1
corct76123,03105,1x1
norh77433,1110,1x1
arrs85308,1058,1x1
cor2580534,I-308,2x2
v627604,3130,2x2
attl75077,2107,2x2
bowbn33616,3079,2x2
corwn37209,462,0x1
hamrbre27713,A934,3x2
retsr75071,921,2x2
mirrc32218,0110,1x1
attm30092,331,2x2
corro77019,9202,1x1
dismvbre285209,3059,1x1
avr30354,4215,2x2
liv33559,105,1x1
corwb33437,1102,3x2
corprovitp76015,2335,1x1
HighlM30033,731,1x1
remsbre243081,5619TB,2x2
legfc32606,08-104,3x2
artp75034,15306,2x2
colpo80206,0115,1x1
corpp85306,2175,1x1
corcg33896,3-328,1x1
purfm75226,2278,2x2
corco34747,E1416,2x2
rems43081,5539TSW,2x2.5
sunr43219,1937,2x1
stonbcHL76039,1133,1x1
corlc85718,4-087,1x1
verp76177,4325,1x1
deerv34471,104,3x2
hunr30092,0801,1x1
ridv76116,121,1x1
corpc30342,415,2x2
313130033,10105,1x1
corasRH75002,01 - 3145,2x2
cortm83642,A305,3x2
wyndsorc75002,1803,1x1
fairfc76137,412,2x2
flatwhbre78245,3107,1x1
avscr77584,19108,1x1
huncoef28262,108C,2x2
stonb77521,1903,2x2
shend30324,2213,1x1
ansl28210,3031,2x2
corba33764,2-312,2x2
huncoef28262,212D,1x1
vishccbre75063,1408,2x1
bowbn33616,5025,1x1
cosa233782,6206,2x2
corr78730,1412,2x2
artp75034,14109,2x2
bowbn33616,3006,3x2
exchnhyld30341,6207,2x1
coronponce30030,205,2x2
corf80020,3415,1x1
deerv34471,1505,2x2
dung30360,U-10,3x2.5
retsr75071,1012,1x1
clifg30083,556-04,4x2
rialbre75010,4208,1x1
visll134711,5205,2x2
cormidmia33137,2612,2x2
bat2b30339,245,1x1
ac20147,MS842201,2x2
can30093,P1006,1x1
coralamst180223,S405,2x2
praircv75080,0927,1x1
bowbn33616,4059,1x1
merbre43212,1612,1x1
vishccbre75063,1301,1x1
gatpl33025,08-102,3x2
910ts75204,1824,2x2
presah75093,0734,2x2
villp330080,2111I,1x1
sprinv30032,281915,2x1.5
foun76039,0712,1x1
esttaara80234,13-207,1x1
ech30030,764,2x2
tosvr75077,9207,1x1
ridv76116,610,1x1
pasbc78738,2112,2x2
gt30312,C-277,2x2
attfm75201,502,2x2
esttaara80234,03-107,1x1
lantc75013,5212,2x2
villp3oef30080,2107B,1x1
gatpl33025,05-201,3x2
corsc85750,13252,2x2
sarpmoef28105,521-12,3x2
villp130080,2001L,1x1
resal43110,3813,2x1.5
ac20147,AT772302,2x2
corhc33025,4-109,3x2
saxw75070,2622,2x2
spring30021,3835K,3x2
brook43068,7146SD,2x1.5
galcbre33615,455467,2x2
bowbbre233616,1320,1x1
arbs27713,1411,2x2
par830076,3209,1x1
corww33578,6223-205,2x2
vill28212,307-0305,2x2
wrennl28216,6-110,1x1
jefc43004,0936D,2x2
masl77407,1716,1x1
barmlbre32703,314,2x2
lexbre30004,19004,2x2
towc77339,1616,1x1
arcls80124,5434,1x1
corld75056,9209,1x1
harlhbre232707,07-214,2x2
galcbre33615,445277,2x2
covbb33716,3105,1x1
corn37209,303,2x2
sorpp27560,9011,1x1
arbsbre27713,722,1x1
eccoo32806,269,1x1
por30096,1704,1x1
parbre2830076,2620,1x1
parbre2830076,1607,1x1
artp75034,15326,3x2
corsm85283,1014,1x1
audv33615,817,1x1
chel830096,2623,2x1
corl33612,8104,1x1
corbawarba33764,1-317,2x2
purfm75226,1113,1x1
chel8oef30096,2338,3x2
covbb33716,1310,2x1
par8y30076,1215,2x2
bowbbre233616,0619,1x1
ams75034,1237,2x2
corbawarba33764,2-319,1x1
villp430080,2169B,2x2
attbre30022,827,2x2
lex30004,17104,3x2
par830076,3511,1x1
verp76177,3229,1x1
corbc27617,1624,1x1
corhiTL27519,2400-2424,2x2
broadwc77573,04204,2x2
corjc30005,1612,2x2.5
corhp85233,2100,2x1
granr80920,1414,1x1
hamr27713,A400,1x1
sarpmoef28105,500-22,2x1
bowbbre233616,0605,1x1
ams75034,1429,1x1
foun76039,1405,2x1
cornd28210,261,2x2
tosvr75077,7102,1x1
attbre30022,122,1x1
hunc28262,131H,2x2
cortm83642,S202,2x2
stonbc76039,1818,2x2
estta80234,06-308,2x2
villp1oef30080,2043A,2x2
mintui180246,09-306,2x1.5
retr78148,926,1x1
cororoy75063,2151,1x1
bowb33616,1113,1x1
covbb33716,9306,1x1
parbre2830076,4103,1x1
dismv85209,1001,3x2
purf85003,219,1x1
ridv76116,325,2x2
capcwbre228273,4114,1x1
jefc43004,0884D,2x2
artp75034,12319,1x1
corsk233177,24-101,1x1
corwvill175204,725,2x2
pinuhHL85050,1013,2x2
wrenn28216,8303,1x1
dismv85209,2086,2x2
praircv75080,2327,1x1
covbb33716,8205,1x1
corbs78744,5112,2x2
wat76244,26109,1x1
adlb28078,6208,1x1
313130033,4307,1x1
par285016,2010,2x2
parlcbre33615,3-211,2x2
sienh30093,M5,2x1
vill28212,705-0912,1x1
Corb85016,255,1x1
lac30360,50B,2x2
pasbc78738,5204,1x1
avr30354,1206,2x2
presro78728,15-1518,2x2
flatwhbre78245,3304,1x1
hofbb76126,2734,2x1.5
barml32703,204,0x1
corcc75080,4103,1x1
corpb30305,1549,2x2
wrenn28216,11305,1x1
corr78730,1725,1x1
corci34787,06105,2x2
aubg30312,342,2x2
corsm85283,2081,2x2
hampl33196,06-034,1x1
corcc75080,4122,2x2
poin28217,0713,1x1
shend30324,4202,2x2
adwg32821,1307,1x1
can30341,3301M,1x1
villp4oef30080,2167V,1x1
So190M75080,1220,1x1
lake43147,902,1x1
indp70810,5202,1x1
attcp75052,1243,1x1
corlc85718,4-045,3x2
coraddass30350,0302,2x2
jamsbre30043,1007,2x1
legfc32606,17-304,3x2
becp75038,1146,1x1
legfc32606,12-108,2x2
remsbre243081,5560TB,2x2.5
bowbnbre233616,5012,2x2
corho33020,03203,2x2
stonbc76039,0126,1x1
porpgs133409,205,1x1
lakr43026,2802,1x1
avpf30318,321,2x2
avps30318,317,2x2
attvv89102,2168,1x1
tradw77064,6-627,2x2
aurfrbre227614,10-205,1x1
poroef30096,1111,2x2
lints76021,02135,2x2
corprovitp76015,1718,2x2
courv85008,2055,2x2
brisoef75056,0641,2x2
bris75056,1383,2x2
bowb33616,1424,2x2
dung30360,Z-14,2x1.5
corrosscp22209,1-1110,0x1
wat78748,04-0412,1x1
legfc32606,09-303,2x1
ams75034,1322,1x1
casnriet28216,9425-304,1x1
corf80020,3402,2x2
sarpmoef28105,306-17,2x2
parlcbre33615,4-306,2x2
powgr43065,34303,2x2
corbs78744,2215,1x1
allll32714,104,2x2
astp30096,1012,2x2
brook43068,7181SD,2x1.5
corga33782,1-432,1x1
cormilld155415,214,0x1
inkwg77084,03-3405,1x1
corcg33896,3-421,1x1
eccoo32806,264,1x1
corontheriv83712,534,2x2
v627604,3310,2x2
estspmbre278748,E-1932,1x1
stonvrcbre75063,2018,3x2
attdLSC76208,18102,2x1
arrsbre285308,3134,2x2
corp885345,1009,2x2
v627604,3430,2x2
corml75204,1500,2x2.5
corrosscp22209,1-2504,1x1
ac20147,AT790004,2x2
attbre30022,721,2x2
coronponce30030,149,2x2
coraddass30350,1904,2x2
dechighlands,1501,3x2
sovpr75035,6301,3x2
norh77433,31107,2x2
harlhy32707,01-311,2x2
becpbre75038,2144,1x1
ams75034,1420,1x1
gatplhmc33025,05-107,1x1
presf78240,2610,1x1
harlhbre232707,06-208,3x2
stonvr75063,2102,2x2
retsr75071,1227,1x1
vill28212,519-0719,1x1
steepn28212,928,1x1
corho33020,17107,2x2
indp70810,9305,1x1
watecy30062,947,2x2
wrenn28216,5304,1x1
praircv75080,0216,2x1
casn28216,8525-202,2x2
covbbbre33716,6114,3x2
can30093,P1903,2x2
stovrc32218,123,1x1
corsm83642,D206,1x1
aurfr27614,4-307,2x2
laurbre76137,926,2x2
lakgp80239,311,2x1
coronponce30030,560,2x2
cornona32832,2432,1x1
par830076,2302,2x2
5thous75244,2403,1x1
cors75035,1F - 208,2x2
sev30329,1318,2x2
watecy30062,251,1x1
villp1oef30080,2017F,2x2
hal77096,P331,2x2
bowbnbre233616,3076,1x1
aurfrbre227614,13-306,1x1
corpp85306,2027,2x2
puret78261,2801,2x2
coruptala32701,335,2x2
vishccbre75063,2112,1x1
3131oef30033,3102,1x1
corsb75035,331,3x2
fosc76137,8302,2x2
15777q75001,3421,2x2
sunri85704,237,1x1
corasRH75002,01 - 1153,2x2
stovrc32218,917,2x2
corjp32822,1109,2x2
So190M75080,1323,1x1
Lagpa33196,0820,1x1
broadnbv33487,04-303,1x1
corl33612,3201,2x2
corse28203,126,2x2
corwp33401,5-305,2x2
parbre2830076,3604,2x2
peypa43026,202-4839,2x2
sarpmoef28105,521-37,3x2
tersm78748,0735,1x1
villp3oef30080,2127M,1x1
vishc75063,0309,1x1
brook43068,7127SD,2x1.5
corro77019,8106,2x2
gal33615,545268,2x2
corl33612,2101,3x2.5
corpn80917,13-206,1x1
sovsc77388,5206,3x2
corlc75039,3006,2x2
vk77094,8112,2x2
bowb33616,0106,1x1
mer43212,1522,1x1
corr78730,0516,1x1
remsbre243081,5092BR,2x2.5
bat2b30339,535,1x1
hampl33196,08-018,2x2
lantc75013,6101,2x2
sunr43219,3054,2x1
tersmbre278748,T-0120,1x1
cornona32832,1115,1x1
spc30092,065A,3x2
echl30092,4305,1x1
visll134711,10205,2x2
wrenn28216,1312,1x1
can30093,P1515,1x1
corhi27519,0700-723,1x1
poroef30096,921,1x1
villp330080,2125G,1x1
corsv75035,2B - 128,1x1
huncoef28262,112L,2x2
lantcB75013,4201,3x2
par8y30076,3513,1x1
aubg30312,325,2x2
attfm75201,621,1x1
chh37013,1605,2x2
corsm85283,3007,1x1
wrennl28216,1-308,1x1
founHMC76039,0214,1x1
corwi30004,07013,2x2
emepa43081,6822BC,2x1
cor2580534,A-303,2x2
corct76123,02105,2x2
mer43212,2603,1x1
broadwcHL77573,04105,2x1
briar75007,0504,2x2
presf78240,2712,1x1
par8y30076,2607,1x1
dismvbre285209,2024,2x2
lakgp80239,1017,1x1
corcg33896,1-124,2x2
cornd28210,101,1x1
corscottm85259,177,1x1
cortlm32746,09-109,2x2
corsb75035,103,2x2
spc30092,072B,2x2
avps30318,128,2x2
avm30021,1022-3,2x2.5
cops77041,324,2x2
ech30030,249,1x1
capcwbre228273,5314,1x1
flatwhbre78245,16108,2x2
arcp76177,02-2316,2x2
corpc22202,01-0814,1x1
ech30030,302,2x2
arrs85308,1057,1x1
ech30030,647,1x1
powgr43065,C3280,2x2.5
cors30350,7010,2x1
becpbre75038,3124,1x1
exchnh30341,2202,3x2
por30096,1714,1x1
corn37209,249,1x1
steep30093,5808D,2x1
corsm83642,H304,1x1
cortv30106,516,3x2
corub33428,77-307,3x2
corsm85283,2114,1x1
villp330080,2137G,1x1
fairfc76137,1027,1x1
harlh32707,01-207,2x2
sovsc77388,8103,2x2
av27604,01-1230,1x1
15777q75001,3226,1x1
arbsbre27713,2014,2x2
havr34747,7B-304,2x2
cortm83642,O206,3x2
viz77084,C11,2x2
indp70810,4201,2x2
corpb30305,1246,1x1
att30022,614,2x2
watbre278748,07-0731,2x2
arlingapt22209,1302,1x1
cornl22202,1102,1x1
attbre30022,923,1x1
adwr75078,11107,2x2
sovbbre28262,7211,2x2
oaks28269,0925,1x1
vill28212,709-0803,2x2
bowbnbre233616,3021,2x2
aurfr27614,9-103,3x2
corgs27603,601,2x2
on80920,3-301,3x2
suit276039,9101,3x2
broadwcHL77573,02205,1x1
unc28262,913,1x1
lakgp80239,417,1x1
can30341,3179C,1x1
estspmbre278748,E-0731,2x1
ams75034,1314,1x1
arbs27713,1334,2x2
hungl76021,B201,2x2
sunpo43074,2134,3x2.5
ridvoef76116,1-117,1x1
corhc34741,C-115,1x1
hunr30092,0806,1x1
founHMC76039,1608,2x1
hunc28262,208A,1x1
purcoc78748,413,1x1
corld75056,3211,2x2
belv75025,2822,1x1
corcc75080,7102,2x2
galcbre33615,425480,2x2
corld75056,6112,1x1
poinoef28217,1515,1x1
v627604,3412,2x2
coronponce30030,572,2x2
purf85003,107,1x1
corwn37209,607,2x2
sev30329,1120,1x1
lakgpbre280239,17110,2x2
galcbre33615,545270,1x1
chel8oef30096,3304,2x2
corse28203,125,2x2
corsm85283,3141,1x1
sarpmoef28105,601-24,1x1
towcbre77339,1808,2x2
sixty76116,422,2x2
vill28212,306-0108,2x2
covri80233,G211,2x2
1250w30064,2024,2x2
benb43004,667,1x1
lakgpbre280239,1521,3x2
corch75056,5067,1x1
bowbnbre233616,1021,2x2
foun76039,1815,1x1
cornl22202,1503,2x2
corci34787,10105,1x1
corwe75229,5206,1x1
corlc75039,3086,1x1
wat78748,11-1127,1x1
corba33764,2-102,3x2
liv33559,3305,2x2
stonb77521,2415,2x2
corch75056,3029,1x1
sovsc77388,2109,1x1
arbs27713,731,2x2
benb43004,133,2x1
watecbre230062,937,2x2.5
astpoef30096,0329,1x1
corl33612,8112,2x2
corhc33025,3-107,2x2.5
cormidmia33137,1207,0x1
arrs85308,2135,2x2
corgs27603,408,1x1
sarpm28105,708-11,2x2
corw30067,32B,2x2
avm30021,1082-2,3x2.5
fosc76137,15103,1x1
sarpmoef28105,501-28,2x1
poinlp30319,7207,1x1
purlv75039,2043,2x2
purlv75039,3050,1x1
verwccbre75013,253,1x1
corsm85283,1066,1x1
presfbre278240,2710,1x1
purf85003,329,1x1
tus30093,187033,2x1
corco34747,A2202,2x2
arccr75070,3-3217,1x1
aurfrbre227614,8-306,1x1
corpn280915,5845-101,2x2
cornd28210,167,1x1
huncoef28262,112C,2x2
v627604,3025,2x2
unc28262,1535,1x1
corw30067,39F,1x1
corscottm85259,219,2x2
capcw28273,2310,2x2
corsk233177,23-203,2x2
corpc22202,01-0717,2x2
esttaara80234,14-210,1x1
lantc75013,3309,1x1
galcbre33615,465458,1x1
vill28212,505-0317,1x1
balof80205,1280,1x1
mer43212,1590,1x1
ridv76116,320,3x2
poin28217,0836,1x1
esttaara80234,04-304,2x2
corpb30305,1134,1x1
wat76244,5205,2x2
avr30354,2303,3x2
aq32256,S508,2x1
presfbre278240,911,1x1
villp430080,2153J,1x1
wat76244,4202,2x2
bowbbre233616,1705,2x2
aq32256,N1003,1x1
corro77019,7204,1x1
corrosscp22209,1-2117,3x2
huncoef28262,101K,1x1
coruptala32701,320,2x2
astp30096,0401,1x1
towcbre77339,2505,2x2
powgr43065,C3341,2x2.5
bowbbre233616,0618,1x1
lints76021,17210,1x1
gal33615,565246,2x2
villp430080,2197S,1x1
av27604,01-1304,2x2
corjc30005,2124,1x1
coras75002,01 - 4143,2x2
deerv34471,407,2x2
villp4oef30080,2203R,1x1
twap31322,12210,1x1
covri80233,J202,3x2
tersm78748,0521,2x2
wrenn28216,8304,1x1
estspmbre278748,E-2014,1x1
ech30030,865,1x1
par285016,3023,1x1
vk77094,9302,3x2
corrosscp22209,1-0511,1x1
corl33612,9316,2x2
villp3oef30080,2111H,1x1
abbl43110,6789,1x1
corwvill175204,343,2x2
harlhbre232707,14-121,1x1
par8y30076,1007,2x2
presro78728,18-1823,1x1
courv85008,3059,1x1
ech30030,704,1x1
isl33615,025445,2x2
corwpwarba33401,6-304,2x2
cortlm32746,05-102,3x2
dismvbre285209,2094,1x1
hunc28262,208F,1x1
lake43147,1004,1x1
corro77019,4307,1x1
corrockrim80919,4-102,1x1
sovpr75035,11315,2x2
stonvrcbre75063,3084,1x1
allll32714,101,3x2
aurfrbre227614,3-308,2x2
corprovitp76015,0626,1x1
cormilld155415,403,1x1
cornl22202,0102,1x1
kinco33186,10-01014,1x1
sienh30093,198,2x1
cor2580534,C-102,1x1
cormilld155415,316,0x1
stonbc76039,2526,1x1
unc28262,1935,1x1
harlhy32707,03-109,2x2
avpfc76137,534,2x1
corwi30004,07008,2x2
corhcoef34741,B-307,1x1
jamv30060,40B,1x1
Lagpa33196,2504,1x1
flatwh78245,17206,1x1
newl77084,06-110,2x2
rialbre75010,9210,3x2
galcbre33615,525310,2x2
coruptala32701,536,1x1
gt30312,B-218,2x2
audv33615,C26,1x1
remsbre243081,5503CR,2x2.5
emepa43081,6894CLD,1x1
bowbn33616,1004,2x2
corwe75229,21105,1x1
corwbbre233437,6107,2x2
ech30030,440,1x1
mer43212,2732,1x1
reg28211,14,2x1
v627604,1220,2x2
garvbre75287,18207,0x1
jefl30062,1113,3x2
purf85003,460,2x2
cormidmia33137,0716,1x1
1201p75074,0124,EFF
bris75056,0971,1x1
cords33442,3110,2x2
corsf33619,1-353,1x1
corwe75229,8309,2x2
oveda32118,NR0517,2x1
par8y30076,3306,2x2
garv75287,2210,1x1
newl77084,01-110,2x2
aq32256,N603,1x1
corhp85233,2139,2x2
covbbbre33716,1322,1x1
stonbcHL76039,2433,2x2
attbre30022,1437,2x2
sormpbre28117,5213,2x2
presahB75093,0517,1x1
corpc30342,234,1x1
hamrbre27713,S323,1x1
becp75038,2125,1x1
presahB75093,0836,1x1
bowbn33616,4047,1x1
can30341,3223Q,2x2
sev30329,2419,1x1
corl33612,11304,1x1
granr80920,1612,1x1
isl33615,115680,2x2
villp3oef30080,2141E,2x2
villp230080,2083M,1x1
coruptala32701,226,1x1
cors30350,3013,1x1
ansl28210,1524,2x2
corpc30342,217,1x1
corlc85718,4-025,1x1
corf80020,3409,2x2
sin30093,1005,2x2
sarpmoef28105,306-12,2x2
lantcB75013,7108,2x2
harlhy32707,09-114,2x2
corsm83642,I204,1x1
15777qoef75001,4314,1x1
casn28216,9305-304,1x1
watbre278748,09-0935,2x2
broadwcHL77573,09111,2x2
wrennl28216,5-210,1x1
mintui280246,04-405,1x1
corscottm85259,156,1x1
chel830096,3217,2x1
bowbnbre233616,1070,1x1
allll32714,101,2x2
attvv89102,1099,1x1
bowb33616,1022,1x1
maslcbre77407,1021,1x1
910ts75204,1016,3x2.5
mintui280246,05-202,2x1.5
hil30342,1549,2x2
sovb28262,1237,2x2
sixty76116,1024,1x1
arbs27713,211,2x2
vill28212,300-0208,1x1
galcbre33615,415526,1x1
sorpp27560,1007,2x2
greenwh30080,28C,2x2
corhc34741,D-309,2x2
corhc33025,2-112,2x2.5
ams75034,2210,1x1
corgs27603,1009,2x2
harlhbre232707,09-214,2x2
wyndsorc75002,1513,2x2
audv33615,1022,2x2
fairfc76137,619,2x2
corlc85718,4-080,1x1
rems43081,5671TSW,2x2.5
garvbre75287,15107,0x1
verwccbre75013,249,2x2
uncbre228262,1139,1x1
emepa43081,6845BC,3x2
ac20147,MS831125,1x1
retr78148,212,2x2
vizcbre77084,B21,2x2
venr77469,15102,2x2
corsk33177,09-204,1x1
cororoy75063,2102,2x2
gatplhmc33025,03-106,1x1
hamr27713,S531,1x1
galcbre33615,455479,2x2
covbb33716,7204,3x2
corhiTL27519,0700-727,2x2
corsm83642,B103,1x1
corr22209,803,1x1
ves35205,H1707,1x1
sola27519,2-439,3x2
belv75025,1613,2x2
corww33578,6206-205,2x2
sunpo43074,3015,2x2
exchnhyld30341,6203,1x1
praircv75080,0414,2x2
avscr77584,22106,3x2
corco34747,F1102,3x3
exchnh30341,10202,2x2
viz77084,D36,1x1
jefc43004,1135J,2x2
camhg28215,5512F,1x1
corscottm85259,172,1x1
corpc22202,01-0604,1x1
cor2580534,B-310,1x1
foun76039,2110,1x1
flatwh78245,16106,2x2
villp330080,2105L,0x1
villp3oef30080,2127F,1x1
jefl30062,1931,3x2
kinco33186,01-01210,1x1
corrockrim80919,14-104,1x1
corprovitp76015,1925,1x1
parbre2830076,2103,2x2
